,X,lookup,x,y,state,County,address,prcp,tmax,ndvi,year,location,PHDI_average,palmer_z_average,bioclim1,bioclim2,bioclim3,bioclim4,bioclim5,bioclim6,bioclim7,bioclim8,bioclim9,bioclim10,bioclim11,bioclim12,bioclim13,bioclim14,bioclim15,bioclim16,bioclim17,bioclim18,bioclim19,landcover,dtw,landcover_1,landcover_2,landcover_5,landcover_6,landcover_7,landcover_8,landcover_11,landcover_14,landcover_15,landcover_18,county_id
2919,2919,803 2019,-81.71,28.55,florida,Lake,"Lake-Sumter State College - South Lake, Oakley Seaver Drive, Clermont, Lake County, Florida, 32711, United States",0.198260155,0.723996761,0.588114105,0,803,0.505810334,0.527386542,0.500104458,0.78564925,0.713406855,0.50974695,0.82316366,0.365730364,0.682783945,0.572805439,0.649558104,0.449350495,0.482203028,0.30176565,0.263157895,0.294117647,0.573553862,0.455598456,0.252380952,0.55465587,0.298969072,2,0.075486262,0,1,0,0,0,0,0,0,0,0,34
2920,2920,803 2019,-81.66,28.55,florida,Lake,"17990, South Lake Trail, Lake County, Florida, 34787, United States",0.185202387,0.485083948,0.614611727,0,803,0.505810334,0.527386542,0.507651631,0.676573218,0.620404005,0.4950658,0.715218246,0.412750231,0.62414001,0.577786203,0.354454873,0.454028111,0.494520289,0.285714286,0.284210526,0.279411765,0.605023717,0.463320463,0.238095238,0.562753036,0.257731959,2,0.050540623,0,1,0,0,0,0,0,0,0,0,34
2921,2921,803 2019,-81.61,28.55,florida,Orange,"15124, West Colonial Drive, Winter Garden, Orange County, Florida, 34787, United States",0.168947162,0.605513728,0.786465927,0,803,0.505810334,0.527386542,0.507651631,0.676573218,0.620404005,0.4950658,0.715218246,0.412750231,0.62414001,0.577786203,0.354454873,0.454028111,0.494520289,0.285714286,0.284210526,0.279411765,0.605023717,0.463320463,0.238095238,0.562753036,0.257731959,6,0.039647327,0,0,0,1,0,0,0,0,0,0,48
2922,2922,803 2019,-81.56,28.55,florida,Orange,"12082, West Colonial Drive, Winter Garden, Orange County, Florida, 34787, United States",0.188846415,0.637946081,0.729867934,0,803,0.505810334,0.527386542,0.507651631,0.676573218,0.620404005,0.4950658,0.715218246,0.412750231,0.62414001,0.577786203,0.354454873,0.454028111,0.494520289,0.285714286,0.284210526,0.279411765,0.605023717,0.463320463,0.238095238,0.562753036,0.257731959,2,0.070087234,0,1,0,0,0,0,0,0,0,0,48
2923,2923,803 2019,-81.51,28.55,florida,Orange,"Vizcaya Lake Road, Orange County, Florida, 34761, United States",0.217784288,0.692352058,0.63782356,0,803,0.505810334,0.527386542,0.507651631,0.676573218,0.620404005,0.4950658,0.715218246,0.412750231,0.62414001,0.577786203,0.354454873,0.454028111,0.494520289,0.285714286,0.284210526,0.279411765,0.605023717,0.463320463,0.238095238,0.562753036,0.257731959,2,0.056069787,0,1,0,0,0,0,0,0,0,0,48
2924,2924,803 2019,-81.46,28.55,florida,Orange,"5801, East-West Expressway, Orlovista CDP, Orange County, Florida, 32808, United States",0.350541246,0.442174965,0.661045959,0,803,0.505810334,0.527386542,0.554930403,0.769509741,0.697655712,0.485080921,0.92807207,0.390241453,0.675668632,0.701413689,0.388984878,0.570131154,0.524329647,0.272873194,0.284210526,0.25,0.619759356,0.451737452,0.204761905,0.550607287,0.233676976,1,0.031343964,1,0,0,0,0,0,0,0,0,0,48
2925,2925,803 2019,-81.41,28.55,florida,Orange,"2298, Amelia Street, Westchester Manor, Orlando, Orange County, Florida, 32805, United States",0.509252974,0.733099481,0.720105652,0,803,0.505810334,0.527386542,0.554930403,0.769509741,0.697655712,0.485080921,0.92807207,0.390241453,0.675668632,0.701413689,0.388984878,0.570131154,0.524329647,0.272873194,0.284210526,0.25,0.619759356,0.451737452,0.204761905,0.550607287,0.233676976,1,0.031343964,1,0,0,0,0,0,0,0,0,0,48
2926,2926,803 2019,-81.36,28.55,florida,Orange,"515, Fern Creek Avenue, Little Saigon, Orlando, Orange County, Florida, 32803, United States",0.415169162,0.574262849,0.733808769,0,803,0.505810334,0.527386542,0.554930403,0.769509741,0.697655712,0.485080921,0.92807207,0.390241453,0.675668632,0.701413689,0.388984878,0.570131154,0.524329647,0.272873194,0.284210526,0.25,0.619759356,0.451737452,0.204761905,0.550607287,0.233676976,1,0.070087234,1,0,0,0,0,0,0,0,0,0,48
2927,2927,803 2019,-81.31,28.55,florida,Orange,"526, Hewett Drive, Hewett Heights, Orange County, Florida, 32807, United States",0.257886464,0.528556816,0.591125198,0,803,0.505810334,0.527386542,0.543385887,0.75903486,0.692080573,0.470408684,0.837193624,0.38411785,0.66803546,0.630569879,0.388971156,0.50359917,0.52309793,0.293739968,0.315789474,0.25,0.625330292,0.467181467,0.204761905,0.566801619,0.223367698,1,0.101081247,1,0,0,0,0,0,0,0,0,0,48
2928,2928,803 2019,-81.26,28.55,florida,Orange,"Central Florida GreeneWay, Orange County, Florida, 32825, United States",0.19513415,0.70294057,0.67760169,0,803,0.505810334,0.527386542,0.543385887,0.75903486,0.692080573,0.470408684,0.837193624,0.38411785,0.66803546,0.630569879,0.388971156,0.50359917,0.52309793,0.293739968,0.315789474,0.25,0.625330292,0.467181467,0.204761905,0.566801619,0.223367698,2,0.144318448,0,1,0,0,0,0,0,0,0,0,48
2929,2929,803 2019,-81.21,28.55,florida,Orange,"East-West Expressway, Waterford Lakes, Orange County, Florida, 32828, United States",0.156014433,0.625464526,0.630269414,0,803,0.505810334,0.527386542,0.543385887,0.75903486,0.692080573,0.470408684,0.837193624,0.38411785,0.66803546,0.630569879,0.388971156,0.50359917,0.52309793,0.293739968,0.315789474,0.25,0.625330292,0.467181467,0.204761905,0.566801619,0.223367698,2,0.15671982,0,1,0,0,0,0,0,0,0,0,48
2930,2930,803 2019,-81.16,28.55,florida,Orange,"15040, Waterford Chase Parkway, Waterford Chase, Orange County, Florida, 32828, United States",0.178557394,0.559843498,0.632477549,0,803,0.505810334,0.527386542,0.496854928,0.724110634,0.65737066,0.45588044,0.620465664,0.366531276,0.652555461,0.450454192,0.365223912,0.337545566,0.501540781,0.34670947,0.421052632,0.264705882,0.608018146,0.49034749,0.257142857,0.587044534,0.233676976,6,0.099118317,0,0,0,1,0,0,0,0,0,0,48
2931,2931,803 2019,-81.11,28.55,florida,Orange,"11th Avenue, Bithlo, Orange County, Florida, 32820, United States",0.216516023,0.542949316,0.837210777,0,803,0.505810334,0.527386542,0.496854928,0.724110634,0.65737066,0.45588044,0.620465664,0.366531276,0.652555461,0.450454192,0.365223912,0.337545566,0.501540781,0.34670947,0.421052632,0.264705882,0.608018146,0.49034749,0.257142857,0.587044534,0.233676976,6,0.070087234,0,0,0,1,0,0,0,0,0,0,48
2932,2932,803 2019,-81.06,28.55,florida,Orange,"Orange County, Florida, United States",0.197456325,0.480210369,0.883137876,0,803,0.505810334,0.527386542,0.496854928,0.724110634,0.65737066,0.45588044,0.620465664,0.366531276,0.652555461,0.450454192,0.365223912,0.337545566,0.501540781,0.34670947,0.421052632,0.264705882,0.608018146,0.49034749,0.257142857,0.587044534,0.233676976,6,0.099118317,0,0,0,1,0,0,0,0,0,0,48
2933,2933,803 2019,-81.01,28.55,florida,Orange,"Orange County, Florida, United States",0.164142046,0.415878221,0.880676175,0,803,0.505810334,0.527386542,0.496854928,0.724110634,0.65737066,0.45588044,0.620465664,0.366531276,0.652555461,0.450454192,0.365223912,0.337545566,0.501540781,0.34670947,0.421052632,0.264705882,0.608018146,0.49034749,0.257142857,0.587044534,0.233676976,6,0.071475235,0,0,0,1,0,0,0,0,0,0,48
2934,2934,803 2019,-80.96,28.55,florida,Orange,"Orange County, Florida, United States",0.21464042,0.530696,0.863454834,0,803,0.505810334,0.527386542,0.501362663,0.673573134,0.609404565,0.441542384,0.551049133,0.382516027,0.627857441,0.440432421,0.37851563,0.325034207,0.509369675,0.37399679,0.336842105,0.294117647,0.542774942,0.463320463,0.328571429,0.562753036,0.243986254,14,0.014017447,0,0,0,0,0,0,0,1,0,0,48
2935,2935,803 2019,-80.91,28.55,florida,Brevard,"Brevard County, Florida, United States",0.286091958,0.545204857,0.858816693,0,803,0.505810334,0.527386542,0.501362663,0.673573134,0.609404565,0.441542384,0.551049133,0.382516027,0.627857441,0.440432421,0.37851563,0.325034207,0.509369675,0.37399679,0.336842105,0.294117647,0.542774942,0.463320463,0.328571429,0.562753036,0.243986254,2,0.039647327,0,1,0,0,0,0,0,0,0,0,5
2936,2936,803 2019,-80.86,28.55,florida,Brevard,"4732, Deep Marsh Road, Titusville, Brevard County, Florida, 32780, United States",0.337108357,0.5774761,0.842546223,0,803,0.505810334,0.527386542,0.501362663,0.673573134,0.609404565,0.441542384,0.551049133,0.382516027,0.627857441,0.440432421,0.37851563,0.325034207,0.509369675,0.37399679,0.336842105,0.294117647,0.542774942,0.463320463,0.328571429,0.562753036,0.243986254,6,0.057795414,0,0,0,1,0,0,0,0,0,0,5
2937,2937,803 2019,-80.81,28.55,florida,Brevard,"482, L M Davey Lane, Titusville, Brevard County, Florida, 32780, United States",0.38301597,0.444797479,0.662091918,0,803,0.505810334,0.527386542,0.515077744,0.567344939,0.529948511,0.418440893,0.418016891,0.437065787,0.558687061,0.436712141,0.266099724,0.321540358,0.526603506,0.359550562,0.305263158,0.235294118,0.517821609,0.409266409,0.338095238,0.506072874,0.243986254,2,0.031343964,0,1,0,0,0,0,0,0,0,0,5
2938,2938,803 2019,-82.61,28.6,florida,Hernando,"Spring Hill, Hernando County, Florida, 34608, United States",0.3356436,0.501727514,0.961838352,0,803,0.505810334,0.527386542,0.451126434,0.798829665,0.705312825,0.550062559,0.668667905,0.320098264,0.701969402,0.497802033,0.607520024,0.378912084,0.436997466,0.455858748,0.621052632,0.352941176,0.573326363,0.590733591,0.352380952,0.696356275,0.39862543,14,0.177308236,0,0,0,0,0,0,0,1,0,0,26
2939,2939,803 2019,-82.56,28.6,florida,Hernando,"Spring Hill, Hernando County, Florida, 34608, United States",0.328034011,0.486753228,0.792266244,0,803,0.505810334,0.527386542,0.451126434,0.798829665,0.705312825,0.550062559,0.668667905,0.320098264,0.701969402,0.497802033,0.607520024,0.378912084,0.436997466,0.455858748,0.621052632,0.352941176,0.573326363,0.590733591,0.352380952,0.696356275,0.39862543,5,0.168792412,0,0,1,0,0,0,0,0,0,0,26
2940,2940,803 2019,-82.51,28.6,florida,Hernando,"12107, Fulmar Road, Hernando County, Florida, 34614, United States",0.32196063,0.636424486,0.758647649,0,803,0.505810334,0.527386542,0.451126434,0.798829665,0.705312825,0.550062559,0.668667905,0.320098264,0.701969402,0.497802033,0.607520024,0.378912084,0.436997466,0.455858748,0.621052632,0.352941176,0.573326363,0.590733591,0.352380952,0.696356275,0.39862543,2,0.119765119,0,1,0,0,0,0,0,0,0,0,26
2941,2941,803 2019,-82.46,28.6,florida,Hernando,"Citrus Way, Hernando County, Florida, 34603, United States",0.301168233,0.509586105,0.813639725,0,803,0.505810334,0.527386542,0.44843049,0.811438103,0.733006679,0.535974518,0.649990575,0.322014265,0.697501974,0.458816018,0.60569341,0.342298908,0.440537955,0.443017657,0.547368421,0.352941176,0.55703247,0.575289575,0.342857143,0.680161943,0.39862543,2,0.05947099,0,1,0,0,0,0,0,0,0,0,26
2942,2942,803 2019,-82.41,28.6,florida,Hernando,"Cobb Road, Hernando County, Florida, 34603, United States",0.276696081,0.577525328,0.849149498,0,803,0.505810334,0.527386542,0.44843049,0.811438103,0.733006679,0.535974518,0.649990575,0.322014265,0.697501974,0.458816018,0.60569341,0.342298908,0.440537955,0.443017657,0.547368421,0.352941176,0.55703247,0.575289575,0.342857143,0.680161943,0.39862543,14,0.050540623,0,0,0,0,0,0,0,1,0,0,26
2943,2943,803 2019,-82.21,28.6,florida,Sumter,"CR 476B, Sumter County, Florida, 33513, United States",0.300525169,0.599337842,0.758161648,0,803,0.505810334,0.527386542,0.457786223,0.820035308,0.740221254,0.534523973,0.734902053,0.33070743,0.701920464,0.492912098,0.615106424,0.37431977,0.44812665,0.398073836,0.463157895,0.338235294,0.56044404,0.544401544,0.30952381,0.647773279,0.364261168,5,0.188063784,0,0,1,0,0,0,0,0,0,0,60
2944,2944,803 2019,-82.16,28.6,florida,Sumter,"Sumter County, Florida, United States",0.30616984,0.625885202,0.904078183,0,803,0.505810334,0.527386542,0.463396136,0.837311477,0.760768155,0.525367474,0.784947903,0.333260316,0.706872157,0.493397755,0.627277514,0.374775868,0.456668634,0.361155698,0.389473684,0.323529412,0.564882157,0.517374517,0.29047619,0.619433198,0.336769759,5,0.252703117,0,0,1,0,0,0,0,0,0,0,60
2945,2945,803 2019,-82.11,28.6,florida,Sumter,"Sumter County, Florida, United States",0.307598871,0.527285837,0.813048072,0,803,0.505810334,0.527386542,0.463396136,0.837311477,0.760768155,0.525367474,0.784947903,0.333260316,0.706872157,0.493397755,0.627277514,0.374775868,0.456668634,0.361155698,0.389473684,0.323529412,0.564882157,0.517374517,0.29047619,0.619433198,0.336769759,5,0.238296597,0,0,1,0,0,0,0,0,0,0,60
2946,2946,803 2019,-82.06,28.6,florida,Sumter,"CR 478A, Sumter County, Florida, 33597, United States",0.300596621,0.450449758,0.820771263,0,803,0.505810334,0.527386542,0.463396136,0.837311477,0.760768155,0.525367474,0.784947903,0.333260316,0.706872157,0.493397755,0.627277514,0.374775868,0.456668634,0.361155698,0.389473684,0.323529412,0.564882157,0.517374517,0.29047619,0.619433198,0.336769759,5,0.168209362,0,0,1,0,0,0,0,0,0,0,60
2947,2947,803 2019,-82.01,28.6,florida,Sumter,"County Road 746 South, Sumter County, Florida, 33597, United States",0.291486549,0.6882348,0.911685156,0,803,0.505810334,0.527386542,0.463396136,0.837311477,0.760768155,0.525367474,0.784947903,0.333260316,0.706872157,0.493397755,0.627277514,0.374775868,0.456668634,0.361155698,0.389473684,0.323529412,0.564882157,0.517374517,0.29047619,0.619433198,0.336769759,5,0.098122128,0,0,1,0,0,0,0,0,0,0,60
2948,2948,803 2019,-81.96,28.6,florida,Sumter,"County Road 742, Sumter County, Florida, 33514, United States",0.276946161,0.762560248,0.814009509,0,803,0.505810334,0.527386542,0.482498991,0.831456154,0.752402184,0.517173406,0.830701051,0.341402842,0.706095077,0.537414583,0.638558521,0.416113662,0.470568397,0.327447833,0.315789474,0.308823529,0.562827006,0.478764479,0.271428571,0.578947368,0.323024055,5,0.028034894,0,0,1,0,0,0,0,0,0,0,60
2949,2949,803 2019,-81.91,28.6,florida,Lake,"Mascotte, Lake County, Florida, 34753, United States",0.261048194,0.71285779,0.856777602,0,803,0.505810334,0.527386542,0.482498991,0.831456154,0.752402184,0.517173406,0.830701051,0.341402842,0.706095077,0.537414583,0.638558521,0.416113662,0.470568397,0.327447833,0.315789474,0.308823529,0.562827006,0.478764479,0.271428571,0.578947368,0.323024055,6,0.042052341,0,0,0,1,0,0,0,0,0,0,34
2950,2950,803 2019,-81.86,28.6,florida,Lake,"Villa City Road, Mascotte, Lake County, Florida, 34736, United States",0.231574435,0.651322692,0.826561014,0,803,0.505810334,0.527386542,0.482498991,0.831456154,0.752402184,0.517173406,0.830701051,0.341402842,0.706095077,0.537414583,0.638558521,0.416113662,0.470568397,0.327447833,0.315789474,0.308823529,0.562827006,0.478764479,0.271428571,0.578947368,0.323024055,2,0.014017447,0,1,0,0,0,0,0,0,0,0,34
2951,2951,803 2019,-81.81,28.6,florida,Lake,"Cherry Lake Road, Groveland, Lake County, Florida, 34711, United States",0.198706727,0.523754841,0.636450079,0,803,0.505810334,0.527386542,0.500104458,0.78564925,0.713406855,0.50974695,0.82316366,0.365730364,0.682783945,0.572805439,0.649558104,0.449350495,0.482203028,0.30176565,0.263157895,0.294117647,0.573553862,0.455598456,0.252380952,0.55465587,0.298969072,2,0.014017447,0,1,0,0,0,0,0,0,0,0,34
2952,2952,803 2019,-81.76,28.6,florida,Lake,"1336, Rain Forest Lane, Minneola, Lake County, Florida, 34715, United States",0.190275446,0.614526942,0.756682515,0,803,0.505810334,0.527386542,0.500104458,0.78564925,0.713406855,0.50974695,0.82316366,0.365730364,0.682783945,0.572805439,0.649558104,0.449350495,0.482203028,0.30176565,0.263157895,0.294117647,0.573553862,0.455598456,0.252380952,0.55465587,0.298969072,2,0.019823663,0,1,0,0,0,0,0,0,0,0,34
2953,2953,803 2019,-81.71,28.6,florida,Lake,"Triple E Road, Minneola, Lake County, Florida, 34756, United States",0.187953271,0.368153837,0.886930798,0,803,0.505810334,0.527386542,0.500104458,0.78564925,0.713406855,0.50974695,0.82316366,0.365730364,0.682783945,0.572805439,0.649558104,0.449350495,0.482203028,0.30176565,0.263157895,0.294117647,0.573553862,0.455598456,0.252380952,0.55465587,0.298969072,2,0.057795414,0,1,0,0,0,0,0,0,0,0,34
2954,2954,803 2019,-81.56,28.6,florida,Orange,"Ocoee High School, Ocoee Crown Point Parkway, Ocoee, Orange County, Florida, 34761, United States",0.192061734,0.468968466,0.710702588,0,803,0.505810334,0.527386542,0.507651631,0.676573218,0.620404005,0.4950658,0.715218246,0.412750231,0.62414001,0.577786203,0.354454873,0.454028111,0.494520289,0.285714286,0.284210526,0.279411765,0.605023717,0.463320463,0.238095238,0.562753036,0.257731959,2,0.106753695,0,1,0,0,0,0,0,0,0,0,48
2955,2955,803 2019,-81.51,28.6,florida,Orange,"2068, Applegate Drive, Remington Oaks, Orange County, Florida, 34761, United States",0.211175021,0.683168784,0.805462229,0,803,0.505810334,0.527386542,0.507651631,0.676573218,0.620404005,0.4950658,0.715218246,0.412750231,0.62414001,0.577786203,0.354454873,0.454028111,0.494520289,0.285714286,0.284210526,0.279411765,0.605023717,0.463320463,0.238095238,0.562753036,0.257731959,2,0.102048554,0,1,0,0,0,0,0,0,0,0,48
2956,2956,803 2019,-81.46,28.6,florida,Orange,"5807, Elon Drive, Pine Hills, Orange County, Florida, 32808, United States",0.370190419,0.429729212,0.69691495,0,803,0.505810334,0.527386542,0.554930403,0.769509741,0.697655712,0.485080921,0.92807207,0.390241453,0.675668632,0.701413689,0.388984878,0.570131154,0.524329647,0.272873194,0.284210526,0.25,0.619759356,0.451737452,0.204761905,0.550607287,0.233676976,2,0.062687928,0,1,0,0,0,0,0,0,0,0,48
2957,2957,803 2019,-81.41,28.6,florida,Orange,"4798, Fairview Shores Drive, Orlando, Orange County, Florida, 32804, United States",0.564181344,0.736344058,0.634580032,0,803,0.505810334,0.527386542,0.554930403,0.769509741,0.697655712,0.485080921,0.92807207,0.390241453,0.675668632,0.701413689,0.388984878,0.570131154,0.524329647,0.272873194,0.284210526,0.25,0.619759356,0.451737452,0.204761905,0.550607287,0.233676976,1,0.019823663,1,0,0,0,0,0,0,0,0,0,48
2958,2958,803 2019,-81.36,28.6,florida,Orange,"821, English Court, Winter Park, Orange County, Florida, 32789, United States",0.471222893,0.563611683,0.578964606,0,803,0.505810334,0.527386542,0.554930403,0.769509741,0.697655712,0.485080921,0.92807207,0.390241453,0.675668632,0.701413689,0.388984878,0.570131154,0.524329647,0.272873194,0.284210526,0.25,0.619759356,0.451737452,0.204761905,0.550607287,0.233676976,1,0.014017447,1,0,0,0,0,0,0,0,0,0,48
2959,2959,803 2019,-81.31,28.6,florida,Orange,"3020, Jamestown Drive, Aloma, Orange County, Florida, 32792, United States",0.306527098,0.61745825,0.630723719,0,803,0.505810334,0.527386542,0.543385887,0.75903486,0.692080573,0.470408684,0.837193624,0.38411785,0.66803546,0.630569879,0.388971156,0.50359917,0.52309793,0.293739968,0.315789474,0.25,0.625330292,0.467181467,0.204761905,0.566801619,0.223367698,7,0.056069787,0,0,0,0,1,0,0,0,0,0,48
2960,2960,803 2019,-81.26,28.6,florida,Orange,"Watermill Avenue, Watermill, Orange County, Florida, 32817, United States",0.237576364,0.458093536,0.756101426,0,803,0.505810334,0.527386542,0.543385887,0.75903486,0.692080573,0.470408684,0.837193624,0.38411785,0.66803546,0.630569879,0.388971156,0.50359917,0.52309793,0.293739968,0.315789474,0.25,0.625330292,0.467181467,0.204761905,0.566801619,0.223367698,2,0.089755454,0,1,0,0,0,0,0,0,0,0,48
2961,2961,803 2019,-81.21,28.6,florida,Orange,"4158, Turbine Drive, Orange County, Florida, 32817, United States",0.192561895,0.426345901,0.52284205,0,803,0.505810334,0.527386542,0.543385887,0.75903486,0.692080573,0.470408684,0.837193624,0.38411785,0.66803546,0.630569879,0.388971156,0.50359917,0.52309793,0.293739968,0.315789474,0.25,0.625330292,0.467181467,0.204761905,0.566801619,0.223367698,2,0.140174469,0,1,0,0,0,0,0,0,0,0,48
2962,2962,803 2019,-81.16,28.6,florida,Orange,"Yellow Trail, Orange County, Florida, 33276, United States",0.214426066,0.364085808,0.883465399,0,803,0.505810334,0.527386542,0.496854928,0.724110634,0.65737066,0.45588044,0.620465664,0.366531276,0.652555461,0.450454192,0.365223912,0.337545566,0.501540781,0.34670947,0.421052632,0.264705882,0.608018146,0.49034749,0.257142857,0.587044534,0.233676976,6,0.070087234,0,0,0,1,0,0,0,0,0,0,48
2963,2963,803 2019,-81.11,28.6,florida,Orange,"Lake Pickett, Orange County, Florida, 32820, United States",0.253009896,0.708413837,0.479746434,0,803,0.505810334,0.527386542,0.496854928,0.724110634,0.65737066,0.45588044,0.620465664,0.366531276,0.652555461,0.450454192,0.365223912,0.337545566,0.501540781,0.34670947,0.421052632,0.264705882,0.608018146,0.49034749,0.257142857,0.587044534,0.233676976,6,0,0,0,0,1,0,0,0,0,0,0,48
2964,2964,803 2019,-81.06,28.6,florida,Orange,"4137, Brown Road, Orange County, Florida, 32709, United States",0.220570898,0.533479624,0.85251981,0,803,0.505810334,0.527386542,0.496854928,0.724110634,0.65737066,0.45588044,0.620465664,0.366531276,0.652555461,0.450454192,0.365223912,0.337545566,0.501540781,0.34670947,0.421052632,0.264705882,0.608018146,0.49034749,0.257142857,0.587044534,0.233676976,6,0.070087234,0,0,0,1,0,0,0,0,0,0,48
2965,2965,803 2019,-81.01,28.6,florida,Orange,"River Trail, Orange County, Florida, United States",0.170376192,0.555958955,0.910258848,0,803,0.505810334,0.527386542,0.496854928,0.724110634,0.65737066,0.45588044,0.620465664,0.366531276,0.652555461,0.450454192,0.365223912,0.337545566,0.501540781,0.34670947,0.421052632,0.264705882,0.608018146,0.49034749,0.257142857,0.587044534,0.233676976,14,0.089755454,0,0,0,0,0,0,0,1,0,0,48
2966,2966,803 2019,-80.96,28.6,florida,Volusia,"Hatbill Road, Brevard County, Florida, United States",0.23507556,0.511523901,0.83516112,0,803,0.505810334,0.527386542,0.501362663,0.673573134,0.609404565,0.441542384,0.551049133,0.382516027,0.627857441,0.440432421,0.37851563,0.325034207,0.509369675,0.37399679,0.336842105,0.294117647,0.542774942,0.463320463,0.328571429,0.562753036,0.243986254,6,0.039647327,0,0,0,1,0,0,0,0,0,0,64
2967,2967,803 2019,-80.91,28.6,florida,Brevard,"Brevard County, Florida, United States",0.328498446,0.454965315,0.847363973,0,803,0.505810334,0.527386542,0.501362663,0.673573134,0.609404565,0.441542384,0.551049133,0.382516027,0.627857441,0.440432421,0.37851563,0.325034207,0.509369675,0.37399679,0.336842105,0.294117647,0.542774942,0.463320463,0.328571429,0.562753036,0.243986254,6,0.044327059,0,0,0,1,0,0,0,0,0,0,5
2968,2968,803 2019,-80.86,28.6,florida,Brevard,"3850, Rambling Acres Drive, Brevard County, Florida, 32796, United States",0.341752707,0.461731938,0.839704173,0,803,0.505810334,0.527386542,0.501362663,0.673573134,0.609404565,0.441542384,0.551049133,0.382516027,0.627857441,0.440432421,0.37851563,0.325034207,0.509369675,0.37399679,0.336842105,0.294117647,0.542774942,0.463320463,0.328571429,0.562753036,0.243986254,6,0.019823663,0,0,0,1,0,0,0,0,0,0,5
2969,2969,803 2019,-80.81,28.6,florida,Brevard,"1237, Prairie Lane, Titusville, Brevard County, Florida, 32780, United States",0.33496481,0.469509975,0.669931326,0,803,0.505810334,0.527386542,0.515077744,0.567344939,0.529948511,0.418440893,0.418016891,0.437065787,0.558687061,0.436712141,0.266099724,0.321540358,0.526603506,0.359550562,0.305263158,0.235294118,0.517821609,0.409266409,0.338095238,0.506072874,0.243986254,1,0.044327059,1,0,0,0,0,0,0,0,0,0,5
2970,2970,803 2019,-82.61,28.65,florida,Hernando,"Hernando County, Florida, United States",0.360401558,0.488444883,0.929265716,0,803,0.505810334,0.527386542,0.451126434,0.798829665,0.705312825,0.550062559,0.668667905,0.320098264,0.701969402,0.497802033,0.607520024,0.378912084,0.436997466,0.455858748,0.621052632,0.352941176,0.573326363,0.590733591,0.352380952,0.696356275,0.39862543,14,0.244804185,0,0,0,0,0,0,0,1,0,0,26
2971,2971,803 2019,-82.56,28.65,florida,Hernando,"Hernando County, Florida, United States",0.345611089,0.499360091,0.861162176,0,803,0.505810334,0.527386542,0.451126434,0.798829665,0.705312825,0.550062559,0.668667905,0.320098264,0.701969402,0.497802033,0.607520024,0.378912084,0.436997466,0.455858748,0.621052632,0.352941176,0.573326363,0.590733591,0.352380952,0.696356275,0.39862543,14,0.184370728,0,0,0,0,0,0,0,1,0,0,26
2972,2972,803 2019,-82.36,28.65,florida,Hernando,"15378, Snow Memorial Highway, Lake Lindsey, Hernando County, Florida, 34601, United States",0.261726984,0.396495784,0.902271527,0,803,0.505810334,0.527386542,0.44843049,0.811438103,0.733006679,0.535974518,0.649990575,0.322014265,0.697501974,0.458816018,0.60569341,0.342298908,0.440537955,0.443017657,0.547368421,0.352941176,0.55703247,0.575289575,0.342857143,0.680161943,0.39862543,14,0.102048554,0,0,0,0,0,0,0,1,0,0,26
2973,2973,803 2019,-82.21,28.65,florida,Sumter,"Sumter County, Florida, United States",0.292218928,0.673618537,0.905462229,0,803,0.505810334,0.527386542,0.457786223,0.820035308,0.740221254,0.534523973,0.734902053,0.33070743,0.701920464,0.492912098,0.615106424,0.37431977,0.44812665,0.398073836,0.463157895,0.338235294,0.56044404,0.544401544,0.30952381,0.647773279,0.364261168,14,0.194736595,0,0,0,0,0,0,0,1,0,0,60
2974,2974,803 2019,-82.16,28.65,florida,Sumter,"County Road 619, Sumter County, Florida, 33513, United States",0.284841556,0.667733544,0.828262018,0,803,0.505810334,0.527386542,0.463396136,0.837311477,0.760768155,0.525367474,0.784947903,0.333260316,0.706872157,0.493397755,0.627277514,0.374775868,0.456668634,0.361155698,0.389473684,0.323529412,0.564882157,0.517374517,0.29047619,0.619433198,0.336769759,5,0.210728433,0,0,1,0,0,0,0,0,0,0,60
2975,2975,803 2019,-82.11,28.65,florida,Sumter,"346, Southwest 73rd Avenue, Lincoln Park, Sumter County, Florida, 33513, United States",0.269658105,0.620067338,0.860507132,0,803,0.505810334,0.527386542,0.463396136,0.837311477,0.760768155,0.525367474,0.784947903,0.333260316,0.706872157,0.493397755,0.627277514,0.374775868,0.456668634,0.361155698,0.389473684,0.323529412,0.564882157,0.517374517,0.29047619,0.619433198,0.336769759,6,0.212122462,0,0,0,1,0,0,0,0,0,0,60
2976,2976,803 2019,-82.06,28.65,florida,Sumter,"2673, CR 48, Bushnell, Sumter County, Florida, 33513, United States",0.275124147,0.443965077,0.777844691,0,803,0.505810334,0.527386542,0.463396136,0.837311477,0.760768155,0.525367474,0.784947903,0.333260316,0.706872157,0.493397755,0.627277514,0.374775868,0.456668634,0.361155698,0.389473684,0.323529412,0.564882157,0.517374517,0.29047619,0.619433198,0.336769759,5,0.182226809,0,0,1,0,0,0,0,0,0,0,60
