,exlid,lookup,id,x,y,presence,gen_spe,genus_full,xy,index,year,tmax,prcp,dtw,location,PHDI_average,palmer_z_average,bioclim1,bioclim2,bioclim3,bioclim4,bioclim5,bioclim6,bioclim7,bioclim8,bioclim9,bioclim10,bioclim11,bioclim12,bioclim13,bioclim14,bioclim15,bioclim16,bioclim17,bioclim18,bioclim19,landcover,ndvi,ambam,ambma,derva,ixoaf,ixosc,rhisa,landcover_1,landcover_2,landcover_5,landcover_6,landcover_7,landcover_14,landcover_15,landcover_16,landcover_18,species,genus
1574,376,802 1997,170,-82.05668,29.2102,1,Amblyomma americanum,Amblyomma,-82.05668 29.2102,1532,0.988118921,0.475497872,0.590378811,0.114276692,802,0.653870098,0.741262389,0.353136594,0.897150848,0.716464733,0.612993088,0.725477917,0.223085679,0.798822093,0.336302576,0.506046699,0.227242104,0.352910063,0.382022472,0.305263158,0.397058824,0.447968228,0.428571429,0.319047619,0.526315789,0.408934708,2,0.805208663,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1590,392,802 1997,172,-81.73917,30.5515909,1,Amblyomma americanum,Amblyomma,-81.73917 30.5515909,1581,0.988118921,0.220854779,0.533855291,0.307228477,802,0.653870098,0.741262389,0.223624635,0.543342171,0.202318853,0.817791233,0.34028974,0.192617878,0.770589491,0.313848361,0.348316336,0.29371664,0.194887063,0.414125201,0.231578947,0.397058824,0.349309407,0.347490347,0.480952381,0.311740891,0.446735395,14,0.496904385,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1626,22,801 1997,175,-86.5396499,30.4726445,1,Dermacentor variabilis,Dermacentor,-86.5396499 30.4726445,1584,0.988118921,0.047214145,0.442789619,0.502724514,801,0.668707201,0.774647887,0.155953364,0.600570362,0.217112223,0.957342298,0.390231748,0.130320128,0.834743315,0.483537253,0.275073608,0.365515514,0.10631723,0.892455859,0.473684211,0.867647059,0.138841995,0.486486486,0.871428571,0.587044534,0.828178694,7,0.524141574,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2
1628,24,801 1997,174,-86.4821739,30.5168638,1,Amblyomma americanum,Amblyomma,-86.4821739 30.5168638,1583,0.988118921,0.054150821,0.442789619,0.455874664,801,0.668707201,0.774647887,0.081825931,0.735936625,0.334727843,0.972587415,0.465182301,0.062774316,0.907328664,0.284915626,0.210723164,0.178982761,0.055717754,0.91011236,0.442105263,0.808823529,0.118253652,0.463320463,0.89047619,0.562753036,0.869415808,6,0.56264131,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1633,29,801 1997,171,-86.4821739,30.5168638,1,Ixodes scapularis,Ixodes,-86.4821739 30.5168638,1580,0.988118921,0.054150821,0.646902332,0.455874664,801,0.668707201,0.774647887,0.081825931,0.735936625,0.334727843,0.972587415,0.465182301,0.062774316,0.907328664,0.284915626,0.210723164,0.178982761,0.055717754,0.91011236,0.442105263,0.808823529,0.118253652,0.463320463,0.89047619,0.562753036,0.869415808,6,0.56264131,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,3
1636,32,801 1997,173,-86.5396499,30.4726445,1,Amblyomma americanum,Amblyomma,-86.5396499 30.4726445,1582,0.988118921,0.047214145,0.533855291,0.502724514,801,0.668707201,0.774647887,0.155953364,0.600570362,0.217112223,0.957342298,0.390231748,0.130320128,0.834743315,0.483537253,0.275073608,0.365515514,0.10631723,0.892455859,0.473684211,0.867647059,0.138841995,0.486486486,0.871428571,0.587044534,0.828178694,7,0.524141574,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1639,154,801 2014,463,-86.17152,30.61847,1,Amblyomma americanum,Amblyomma,-86.17152 30.61847,2757,0.996534685,0.088162904,0.707014647,0.333814398,801,0.674310023,0.696400626,0.087724685,0.772806696,0.368465116,0.966000311,0.510740543,0.051608385,0.924154401,0.284390118,0.209836564,0.178489238,0.060709124,0.919743178,0.452631579,0.794117647,0.128714159,0.478764479,0.880952381,0.578947368,0.879725086,14,0.924532488,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1640,155,801 2014,464,-85.41972,30.47861,1,Amblyomma maculatum,Amblyomma,-85.41972 30.47861,2758,0.996534685,0.069142989,0.707014647,0.102976352,801,0.674310023,0.696400626,0.10338349,0.851696278,0.458648308,0.942069068,0.605807849,0.045985343,0.94312353,0.282648611,0.22853824,0.176853726,0.077693941,0.842696629,0.589473684,0.720588235,0.216824635,0.555984556,0.79047619,0.659919028,0.838487973,6,0.802208135,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
1643,35,801 1998,177,-86.5396499,30.4726445,1,Amblyomma americanum,Amblyomma,-86.5396499 30.4726445,1586,0.988613966,0.192213026,0.442789619,0.502724514,801,0.680431625,0.583202921,0.155953364,0.600570362,0.217112223,0.957342298,0.390231748,0.130320128,0.834743315,0.483537253,0.275073608,0.365515514,0.10631723,0.892455859,0.473684211,0.867647059,0.138841995,0.486486486,0.871428571,0.587044534,0.828178694,7,0.675076598,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1648,148,801 2013,453,-86.5396499,30.4726445,1,Dermacentor variabilis,Dermacentor,-86.5396499 30.4726445,2727,0.99603964,0.108077872,0.746491391,0.502724514,801,0.687383274,0.818727178,0.155953364,0.600570362,0.217112223,0.957342298,0.390231748,0.130320128,0.834743315,0.483537253,0.275073608,0.365515514,0.10631723,0.892455859,0.473684211,0.867647059,0.138841995,0.486486486,0.871428571,0.587044534,0.828178694,7,0.751896461,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2
1651,151,801 2013,451,-85.5968923,30.2069224,1,Dermacentor variabilis,Dermacentor,-85.5968923 30.2069224,2725,0.99603964,0.127545316,0.528023499,0.300431624,801,0.687383274,0.818727178,0.158706605,0.730291553,0.37085112,0.905000128,0.497076428,0.109397546,0.869396797,0.370001048,0.299816283,0.258889558,0.127936436,0.897271268,0.663157895,0.779411765,0.248400867,0.637065637,0.833333333,0.744939271,0.83161512,6,0.777179081,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2
1665,1520,805 1996,159,-80.49867,25.60897,1,Ixodes scapularis,Ixodes,-80.49867 25.60897,1498,0.987623876,0.661221745,0.611014382,0.531587771,805,0.708964515,0.496609285,0.861873068,0.457233893,0.825840744,0.063011781,0.442050914,0.74357508,0.282300679,0.748232315,0.699203907,0.694027903,0.884712059,0.659711075,1,0.044117647,0.801079584,0.791505792,0.09047619,0.761133603,0.065292096,7,0.760306392,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,3
1666,90,801 2005,338,-84.80046,29.81168,1,Amblyomma maculatum,Amblyomma,-84.80046 29.81168,2131,0.992079281,0.169389127,0.42080825,0.177192028,801,0.711454659,0.713615023,0.240091488,0.554104753,0.26325795,0.836172112,0.276436787,0.222603114,0.733916878,0.406123173,0.369266024,0.35283181,0.201902144,0.727126806,0.578947368,0.691176471,0.319858973,0.629343629,0.752380952,0.603238866,0.680412371,14,0.88042261,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
1667,91,801 2005,867,-86.3295951,30.6964392,1,Amblyomma americanum,Amblyomma,-86.3295951 30.6964392,340,0.992079281,0.11702842,0.467238285,0.385500186,801,0.711454659,0.713615023,0.042427542,0.832525418,0.413383305,0.982765912,0.542778451,0.018988154,0.958603296,0.184005578,0.158209923,0.084214486,0.026846236,0.892455859,0.357894737,0.764705882,0.088662316,0.38996139,0.9,0.48582996,0.907216495,6,0.718214474,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1668,92,801 2005,337,-84.825258,29.936124,1,Amblyomma maculatum,Amblyomma,-84.825258 29.936124,2127,0.992079281,0.189751624,0.42080825,0.23671326,801,0.711454659,0.713615023,0.208289931,0.659318705,0.344666535,0.859025132,0.385416635,0.164869822,0.80249419,0.343166648,0.331842401,0.306076546,0.172532948,0.760834671,0.536842105,0.735294118,0.288581808,0.602316602,0.761904762,0.623481781,0.711340206,14,0.810068674,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
1669,93,801 2005,335,-86.689444,30.427778,1,Ixodes scapularis,Ixodes,-86.689444 30.427778,2125,0.992079281,0.078093537,0.431574635,0.588147426,801,0.711454659,0.713615023,0.155335721,0.598150983,0.226480203,0.94304924,0.365104979,0.138918263,0.823235551,0.461063572,0.267767787,0.344409667,0.11187209,0.895666132,0.484210526,0.897058824,0.135236317,0.486486486,0.880952381,0.587044534,0.828178694,6,0.639989435,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,3
1683,328,802 1949,13,-82.63944,30.18944,1,Ixodes scapularis,Ixodes,-82.63944 30.18944,244,0.964356762,0.493846496,0.44189242,0.043336977,802,0.753060801,0.615023474,0.198472289,0.896349619,0.558116266,0.798980436,0.807353988,0.109774165,0.914205447,0.288945465,0.32196809,0.182767329,0.187561523,0.48635634,0.442105263,0.397058824,0.3822014,0.467181467,0.385714286,0.566801619,0.567010309,1,0.872884311,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,3
1690,1451,805 1984,116,-81.37268066,26.03387451,1,Dermacentor variabilis,Dermacentor,-81.37268066 26.03387451,1211,0.981683336,0.718729017,0.355312742,0.229740956,805,0.763021374,0.610589463,0.729456542,0.648834211,0.914599512,0.192338838,0.556599134,0.59882739,0.431144055,0.602751191,0.546396872,0.56686013,0.758364847,0.3964687,0.905263158,0.102941176,0.94729585,0.876447876,0.047619048,0.789473684,0.034364261,2,0.831278394,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2
1691,1452,805 1984,113,-81.37268066,26.03387451,1,Amblyomma maculatum,Amblyomma,-81.37268066 26.03387451,1208,0.981683336,0.718729017,0.668883701,0.229740956,805,0.763021374,0.610589463,0.729456542,0.648834211,0.914599512,0.192338838,0.556599134,0.59882739,0.431144055,0.602751191,0.546396872,0.56686013,0.758364847,0.3964687,0.905263158,0.102941176,0.94729585,0.876447876,0.047619048,0.789473684,0.034364261,2,0.831278394,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
1694,1455,805 1984,120,-81.03887939,25.8850708,1,Ixodes affinis,Ixodes,-81.03887939 25.8850708,1215,0.981683336,0.715820089,0.737070804,0.349413124,805,0.763021374,0.610589463,0.783114195,0.643401159,0.924908768,0.16273638,0.614287813,0.619300505,0.420844399,0.713116723,0.596621567,0.668341055,0.799892714,0.409309791,0.936842105,0.088235294,0.902390343,0.806949807,0.047619048,0.700404858,0.034364261,7,0.790449023,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,3
1696,1457,805 1984,122,-81.395955,26.17372,1,Ixodes scapularis,Ixodes,-81.395955 26.17372,1217,0.981683336,0.711568578,0.653182723,0.238468868,805,0.763021374,0.610589463,0.720917673,0.705550309,0.957968004,0.212019327,0.664857671,0.579271921,0.46475496,0.616275438,0.528894358,0.568742841,0.74389304,0.404494382,0.905263158,0.073529412,0.931811569,0.888030888,0.061904762,0.777327935,0.04467354,5,0.524152139,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,3
1697,1458,805 1984,123,-81.372673,26.03395,1,Ixodes scapularis,Ixodes,-81.372673 26.03395,1218,0.981683336,0.718729017,0.653182723,0.229846584,805,0.763021374,0.610589463,0.729456542,0.648834211,0.914599512,0.192338838,0.556599134,0.59882739,0.431144055,0.602751191,0.546396872,0.56686013,0.758364847,0.3964687,0.905263158,0.102941176,0.94729585,0.876447876,0.047619048,0.789473684,0.034364261,2,0.715044902,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,3
1698,1459,805 1984,124,-81.038916,25.885138,1,Ixodes scapularis,Ixodes,-81.038916 25.885138,1219,0.981683336,0.715820089,0.47778037,0.349411102,805,0.763021374,0.610589463,0.783114195,0.643401159,0.924908768,0.16273638,0.614287813,0.619300505,0.420844399,0.713116723,0.596621567,0.668341055,0.799892714,0.409309791,0.936842105,0.088235294,0.902390343,0.806949807,0.047619048,0.700404858,0.034364261,7,0.63624934,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,3
1699,1460,805 1984,121,-81.295623,26.218044,1,Ixodes scapularis,Ixodes,-81.295623 26.218044,1216,0.981683336,0.699709102,0.737070804,0.193306966,805,0.763021374,0.610589463,0.719032128,0.7137058,0.959284195,0.206872225,0.692812158,0.575868095,0.471931068,0.600968905,0.531804653,0.56526379,0.746299393,0.407704655,0.905263158,0.073529412,0.899852756,0.849420849,0.061904762,0.724696356,0.04467354,2,0.813391442,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,3
1700,1461,805 1984,126,-81.38097,26.09924,1,Ixodes scapularis,Ixodes,-81.38097 26.09924,1222,0.981683336,0.711792342,0.441443821,0.321703669,805,0.763021374,0.610589463,0.729456542,0.648834211,0.914599512,0.192338838,0.556599134,0.59882739,0.431144055,0.602751191,0.546396872,0.56686013,0.758364847,0.3964687,0.905263158,0.102941176,0.94729585,0.876447876,0.047619048,0.789473684,0.034364261,6,0.65558373,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,3
1701,1462,805 1984,114,-81.03887939,25.8850708,1,Amblyomma maculatum,Amblyomma,-81.03887939 25.8850708,1209,0.981683336,0.715820089,0.934005927,0.349413124,805,0.763021374,0.610589463,0.783114195,0.643401159,0.924908768,0.16273638,0.614287813,0.619300505,0.420844399,0.713116723,0.596621567,0.668341055,0.799892714,0.409309791,0.936842105,0.088235294,0.902390343,0.806949807,0.047619048,0.700404858,0.034364261,7,0.790449023,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
1702,1463,805 1984,128,-81.038916,25.885138,1,Amblyomma maculatum,Amblyomma,-81.038916 25.885138,1245,0.981683336,0.715820089,0.441443821,0.349411102,805,0.763021374,0.610589463,0.783114195,0.643401159,0.924908768,0.16273638,0.614287813,0.619300505,0.420844399,0.713116723,0.596621567,0.668341055,0.799892714,0.409309791,0.936842105,0.088235294,0.902390343,0.806949807,0.047619048,0.700404858,0.034364261,7,0.63624934,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
1703,1464,805 1984,129,-81.38097,26.09924,1,Amblyomma maculatum,Amblyomma,-81.38097 26.09924,1246,0.981683336,0.711792342,0.522864606,0.321703669,805,0.763021374,0.610589463,0.729456542,0.648834211,0.914599512,0.192338838,0.556599134,0.59882739,0.431144055,0.602751191,0.546396872,0.56686013,0.758364847,0.3964687,0.905263158,0.102941176,0.94729585,0.876447876,0.047619048,0.789473684,0.034364261,6,0.65558373,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
1704,1465,805 1984,130,-81.372673,26.03395,1,Dermacentor variabilis,Dermacentor,-81.372673 26.03395,1262,0.981683336,0.718729017,0.549107669,0.229846584,805,0.763021374,0.610589463,0.729456542,0.648834211,0.914599512,0.192338838,0.556599134,0.59882739,0.431144055,0.602751191,0.546396872,0.56686013,0.758364847,0.3964687,0.905263158,0.102941176,0.94729585,0.876447876,0.047619048,0.789473684,0.034364261,2,0.715044902,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2
1705,1466,805 1984,131,-81.295623,26.218044,1,Ixodes affinis,Ixodes,-81.295623 26.218044,1268,0.981683336,0.699709102,0.604285392,0.193306966,805,0.763021374,0.610589463,0.719032128,0.7137058,0.959284195,0.206872225,0.692812158,0.575868095,0.471931068,0.600968905,0.531804653,0.56526379,0.746299393,0.407704655,0.905263158,0.073529412,0.899852756,0.849420849,0.061904762,0.724696356,0.04467354,2,0.813391442,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3
1706,1467,805 1984,119,-81.37268066,26.03387451,1,Ixodes affinis,Ixodes,-81.37268066 26.03387451,1214,0.981683336,0.718729017,0.737070804,0.229740956,805,0.763021374,0.610589463,0.729456542,0.648834211,0.914599512,0.192338838,0.556599134,0.59882739,0.431144055,0.602751191,0.546396872,0.56686013,0.758364847,0.3964687,0.905263158,0.102941176,0.94729585,0.876447876,0.047619048,0.789473684,0.034364261,2,0.831278394,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3
1707,1468,805 1984,133,-81.372673,26.03395,1,Ixodes affinis,Ixodes,-81.372673 26.03395,1270,0.981683336,0.718729017,0.883314198,0.229846584,805,0.763021374,0.610589463,0.729456542,0.648834211,0.914599512,0.192338838,0.556599134,0.59882739,0.431144055,0.602751191,0.546396872,0.56686013,0.758364847,0.3964687,0.905263158,0.102941176,0.94729585,0.876447876,0.047619048,0.789473684,0.034364261,2,0.715044902,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3
1708,1469,805 1984,134,-81.038916,25.885138,1,Ixodes affinis,Ixodes,-81.038916 25.885138,1271,0.981683336,0.715820089,0.660248163,0.349411102,805,0.763021374,0.610589463,0.783114195,0.643401159,0.924908768,0.16273638,0.614287813,0.619300505,0.420844399,0.713116723,0.596621567,0.668341055,0.799892714,0.409309791,0.936842105,0.088235294,0.902390343,0.806949807,0.047619048,0.700404858,0.034364261,7,0.63624934,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,3
1710,1471,805 1984,136,-81.34088135,27.34350586,1,Amblyomma americanum,Amblyomma,-81.34088135 27.34350586,1314,0.981683336,0.629447301,0.599799398,0.028303326,805,0.763021374,0.610589463,0.600617172,0.856721314,0.911851647,0.358548331,0.912784811,0.431621587,0.635658468,0.551586682,0.490804018,0.46047441,0.606218253,0.218298555,0.515789474,0.102941176,0.789136538,0.540540541,0.080952381,0.469635628,0.120274914,6,0.732657158,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1711,1472,805 1984,137,-80.49859619,25.60888672,1,Amblyomma maculatum,Amblyomma,-80.49859619 25.60888672,1315,0.981683336,0.612217494,0.500658938,0.531435034,805,0.763021374,0.610589463,0.861873068,0.457233893,0.825840744,0.063011781,0.442050914,0.74357508,0.282300679,0.748232315,0.699203907,0.694027903,0.884712059,0.659711075,1,0.044117647,0.801079584,0.791505792,0.09047619,0.761133603,0.065292096,7,0.817950343,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
1712,1473,805 1984,125,-80.834428,25.454978,1,Ixodes scapularis,Ixodes,-80.834428 25.454978,1221,0.981683336,0.646900869,0.515014117,0.154552048,805,0.763021374,0.610589463,0.85662369,0.496971798,0.822782685,0.107516176,0.538217355,0.713340494,0.323903364,0.84495589,0.677207486,0.775930564,0.866524503,0.362760835,0.789473684,0.088235294,0.874083999,0.590733591,0.038095238,0.570850202,0.027491409,18,0.693021659,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,3
1715,1476,805 1984,141,-80.49867,25.60897,1,Amblyomma maculatum,Amblyomma,-80.49867 25.60897,1329,0.981683336,0.612217494,0.588584414,0.531587771,805,0.763021374,0.610589463,0.861873068,0.457233893,0.825840744,0.063011781,0.442050914,0.74357508,0.282300679,0.748232315,0.699203907,0.694027903,0.884712059,0.659711075,1,0.044117647,0.801079584,0.791505792,0.09047619,0.761133603,0.065292096,7,0.760306392,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
1716,1477,805 1984,142,-81.38097,26.09924,1,Dermacentor variabilis,Dermacentor,-81.38097 26.09924,1335,0.981683336,0.711792342,0.483163562,0.321703669,805,0.763021374,0.610589463,0.729456542,0.648834211,0.914599512,0.192338838,0.556599134,0.59882739,0.431144055,0.602751191,0.546396872,0.56686013,0.758364847,0.3964687,0.905263158,0.102941176,0.94729585,0.876447876,0.047619048,0.789473684,0.034364261,6,0.65558373,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2
1719,1480,805 1984,132,-81.395955,26.17372,1,Ixodes affinis,Ixodes,-81.395955 26.17372,1269,0.981683336,0.711568578,0.604285392,0.238468868,805,0.763021374,0.610589463,0.720917673,0.705550309,0.957968004,0.212019327,0.664857671,0.579271921,0.46475496,0.616275438,0.528894358,0.568742841,0.74389304,0.404494382,0.905263158,0.073529412,0.931811569,0.888030888,0.061904762,0.777327935,0.04467354,5,0.524152139,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,3
1722,1483,805 1984,138,-81.38098144,26.0993042,1,Dermacentor variabilis,Dermacentor,-81.38098144 26.0993042,1316,0.981683336,0.711792342,0.500658938,0.321794324,805,0.763021374,0.610589463,0.729456542,0.648834211,0.914599512,0.192338838,0.556599134,0.59882739,0.431144055,0.602751191,0.546396872,0.56686013,0.758364847,0.3964687,0.905263158,0.102941176,0.94729585,0.876447876,0.047619048,0.789473684,0.034364261,6,0.883106181,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2
1725,1486,805 1984,140,-81.34097,27.3434,1,Amblyomma americanum,Amblyomma,-81.34097 27.3434,1318,0.981683336,0.629447301,0.588584414,0.028233967,805,0.763021374,0.610589463,0.600617172,0.856721314,0.911851647,0.358548331,0.912784811,0.431621587,0.635658468,0.551586682,0.490804018,0.46047441,0.606218253,0.218298555,0.515789474,0.102941176,0.789136538,0.540540541,0.080952381,0.469635628,0.120274914,6,0.732657158,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1733,1137,804 1969,31,-80.38422,27.7167,1,Dermacentor variabilis,Dermacentor,-80.38422 27.7167,622,0.974257662,0.86820317,0.777893347,0.260457209,804,0.776302137,0.864632238,0.632305603,0.607373749,0.706578072,0.296579975,0.483885192,0.514335708,0.497714675,0.566220341,0.551086067,0.443166192,0.649044171,0.337078652,0.378947368,0.235294118,0.490963349,0.277992278,0.295238095,0.368421053,0.216494845,2,0.647950343,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2
1735,1139,804 1969,33,-80.38422,27.7167,1,Ixodes scapularis,Ixodes,-80.38422 27.7167,683,0.974257662,0.86820317,0.900809574,0.260457209,804,0.776302137,0.864632238,0.632305603,0.607373749,0.706578072,0.296579975,0.483885192,0.514335708,0.497714675,0.566220341,0.551086067,0.443166192,0.649044171,0.337078652,0.378947368,0.235294118,0.490963349,0.277992278,0.295238095,0.368421053,0.216494845,2,0.647950343,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,3
1737,476,802 2005,336,-81.6556511,30.3321848,1,Amblyomma americanum,Amblyomma,-81.6556511 30.3321848,2126,0.992079281,0.171403001,0.431574635,0.259212523,802,0.777235941,0.782733438,0.336352692,0.525020934,0.236478722,0.737986938,0.492941884,0.27519461,0.717400346,0.477990199,0.118528263,0.42849185,0.289108204,0.370786517,0.263157895,0.397058824,0.367099522,0.305019305,0.466666667,0.271255061,0.422680412,1,0.459450608,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1741,480,802 2005,334,-81.326462,30.022505,1,Amblyomma americanum,Amblyomma,-81.326462 30.022505,2124,0.992079281,0.149921686,0.431574635,0.131705625,802,0.777235941,0.782733438,0.33112124,0.434435069,0.197180632,0.652449375,0.22533094,0.3311913,0.627324354,0.317006983,0.166303963,0.231938867,0.323203785,0.322632424,0.189473684,0.382352941,0.356974486,0.243243243,0.438095238,0.226720648,0.41580756,6,0.621500264,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1743,952,803 1941,3,-81.32348,28.51442,1,Amblyomma americanum,Amblyomma,-81.32348 28.51442,61,0.960396403,0.737077642,0.735500707,0.050533757,803,0.782008715,0.891757955,0.543385888,0.75903486,0.692080573,0.470408684,0.837193624,0.38411785,0.668035459,0.630569878,0.388971156,0.503599169,0.52309793,0.293739968,0.315789474,0.25,0.625330292,0.467181467,0.204761905,0.566801619,0.223367698,2,0.571378764,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1747,956,803 1941,7,-81.32348,28.51442,1,Rhipicephalus sanguineus,Rhipicephalus,-81.32348 28.51442,186,0.960396403,0.600134255,0.755014779,0.050533757,803,0.782008715,0.891757955,0.543385888,0.75903486,0.692080573,0.470408684,0.837193624,0.38411785,0.668035459,0.630569878,0.388971156,0.503599169,0.52309793,0.293739968,0.315789474,0.25,0.625330292,0.467181467,0.204761905,0.566801619,0.223367698,2,0.571378764,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,4
1748,13,801 1995,154,-86.6813469,30.7971315,1,Ixodes scapularis,Ixodes,-86.6813469 30.7971315,1489,0.987128831,0.118818531,0.440098023,0.162738094,801,0.787092758,0.720918101,0.057842758,0.755827287,0.350476811,0.973471421,0.481110192,0.052959903,0.918608476,0.234703892,0.16847618,0.131827106,0.042736629,0.889245586,0.389473684,0.764705882,0.087599222,0.397683398,0.89047619,0.493927126,0.883161512,2,0.817142102,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,3
1751,16,801 1995,157,-87.2201747,30.4287072,1,Amblyomma americanum,Amblyomma,-87.2201747 30.4287072,1492,0.987128831,0.087715376,0.611014382,0.621241632,801,0.787092758,0.720918101,0.20055441,0.561181035,0.189253573,0.944753998,0.456553761,0.172138143,0.806209296,0.616674901,0.282516656,0.490549893,0.137258106,0.929373997,0.484210526,0.955882353,0.105149147,0.482625483,0.957142857,0.582995951,0.817869416,1,0.654389857,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1752,17,801 1995,155,-86.5396499,30.4726445,1,Amblyomma americanum,Amblyomma,-86.5396499 30.4726445,1490,0.987128831,0.151711795,0.440098023,0.502724514,801,0.787092758,0.720918101,0.155953364,0.600570362,0.217112223,0.957342298,0.390231748,0.130320128,0.834743315,0.483537253,0.275073608,0.365515514,0.10631723,0.892455859,0.473684211,0.867647059,0.138841995,0.486486486,0.871428571,0.587044534,0.828178694,7,0.706740623,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1754,352,802 1984,135,-81.29290771,29.47113037,1,Amblyomma americanum,Amblyomma,-81.29290771 29.47113037,1313,0.981683336,0.294920565,0.490789751,0.296907473,802,0.787922805,0.613197705,0.363018588,0.631765421,0.488912904,0.560578579,0.30699613,0.307748103,0.660615243,0.235817012,0.225305249,0.143501996,0.379378807,0.372391653,0.210526316,0.382352941,0.423496975,0.347490347,0.423809524,0.408906883,0.381443299,14,0.778119387,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1755,353,802 1984,139,-81.29299,29.47115,1,Amblyomma americanum,Amblyomma,-81.29299 29.47115,1317,0.981683336,0.294920565,0.739762401,0.296921365,802,0.787922805,0.613197705,0.363018588,0.631765421,0.488912904,0.560578579,0.30699613,0.307748103,0.660615243,0.235817012,0.225305249,0.143501996,0.379378807,0.372391653,0.210526316,0.382352941,0.423496975,0.347490347,0.423809524,0.408906883,0.381443299,14,0.778119387,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1772,583,802 2014,462,-81.40989,29.91218,1,Amblyomma americanum,Amblyomma,-81.40989 29.91218,2756,0.996534685,0.194003135,0.603388193,0.142230914,802,0.798505914,0.84741784,0.319326375,0.597215293,0.363951814,0.652153507,0.422793662,0.272458188,0.709690918,0.27238401,0.150411031,0.209083485,0.31676677,0.317817014,0.136842105,0.397058824,0.369669081,0.243243243,0.438095238,0.271255061,0.405498282,5,0.852625462,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1777,588,802 2014,669,-81.15664145,29.28395057,1,Rhipicephalus sanguineus,Rhipicephalus,-81.15664145 29.28395057,83,0.996534685,0.317073171,0.661257511,0.23685509,802,0.798505914,0.84741784,0.413652083,0.609273412,0.503590609,0.516903507,0.287432143,0.344345459,0.624349943,0.302433568,0.281290681,0.195434494,0.424325231,0.35152488,0.189473684,0.352941176,0.433125468,0.32046332,0.380952381,0.412955466,0.326460481,6,0.830966719,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,4
